SiteID, 98359.0,Site Timezone,-5.0,Data Timezone,-5.0
Longitude, -69.557983
Latitude, 41.103073
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2011,1,1,0,0,14.249,12.256
2011,1,1,0,5,14.196,12.222
2011,1,1,0,10,14.192,12.219
2011,1,1,0,15,14.042,12.124
2011,1,1,0,20,14.037,12.121
2011,1,1,0,25,14.08,12.149000000000001
2011,1,1,0,30,13.974,12.081
2011,1,1,0,35,13.931000000000001,12.054
2011,1,1,0,40,13.599,11.843
2011,1,1,0,45,13.378,11.703
2011,1,1,0,50,13.181000000000001,11.578
2011,1,1,0,55,12.621,11.309000000000001
2011,1,1,1,0,12.479000000000001,11.248000000000001
2011,1,1,1,5,12.237,11.145
2011,1,1,1,10,11.966000000000001,11.029
2011,1,1,1,15,11.859,10.983
2011,1,1,1,20,11.781,10.949
2011,1,1,1,25,11.495000000000001,10.827
2011,1,1,1,30,11.331,10.757
2011,1,1,1,35,11.145,10.678
2011,1,1,1,40,10.78,10.522
2011,1,1,1,45,10.795,10.528
2011,1,1,1,50,10.774000000000001,10.519
2011,1,1,1,55,10.817,10.537
2011,1,1,2,0,10.624,10.455
2011,1,1,2,5,10.674,10.476
2011,1,1,2,10,10.556000000000001,10.427
2011,1,1,2,15,10.596,10.443
2011,1,1,2,20,10.468,10.394
2011,1,1,2,25,10.315,10.336
2011,1,1,2,30,10.411,10.373
2011,1,1,2,35,10.484,10.4
2011,1,1,2,40,10.452,10.388
2011,1,1,2,45,10.411,10.373
2011,1,1,2,50,10.17,10.281
2011,1,1,2,55,10.211,10.296
2011,1,1,3,0,10.042,10.232000000000001
2011,1,1,3,5,9.866,10.165000000000001
2011,1,1,3,10,9.585,10.058
2011,1,1,3,15,9.642,10.08
2011,1,1,3,20,9.451,10.006
2011,1,1,3,25,9.13,9.884
2011,1,1,3,30,9.002,9.835
2011,1,1,3,35,8.794,9.756
2011,1,1,3,40,8.763,9.744
2011,1,1,3,45,8.659,9.704
2011,1,1,3,50,8.772,9.747
2011,1,1,3,55,8.466,9.631
2011,1,1,4,0,8.636000000000001,9.695
2011,1,1,4,5,8.571,9.671
2011,1,1,4,10,8.789,9.753
2011,1,1,4,15,8.451,9.625
2011,1,1,4,20,8.74,9.735
2011,1,1,4,25,8.772,9.747
2011,1,1,4,30,8.66,9.704
2011,1,1,4,35,8.644,9.698
2011,1,1,4,40,8.363,9.591000000000001
2011,1,1,4,45,8.027000000000001,9.463000000000001
2011,1,1,4,50,8.012,9.457
2011,1,1,4,55,7.619,9.292
2011,1,1,5,0,7.3790000000000004,9.186
2011,1,1,5,5,7.304,9.152000000000001
2011,1,1,5,10,7.215,9.112
2011,1,1,5,15,7.291,9.146
2011,1,1,5,20,7.414000000000001,9.201
2011,1,1,5,25,7.49,9.234
2011,1,1,5,30,7.703,9.329
2011,1,1,5,35,7.7170000000000005,9.335
2011,1,1,5,40,7.765000000000001,9.356
2011,1,1,5,45,7.8,9.371
2011,1,1,5,50,7.663,9.31
2011,1,1,5,55,7.7250000000000005,9.338000000000001
2011,1,1,6,0,7.65,9.304
2011,1,1,6,5,7.609,9.286
2011,1,1,6,10,7.602,9.283
2011,1,1,6,15,7.644,9.301
2011,1,1,6,20,7.643,9.301
2011,1,1,6,25,7.67,9.313
2011,1,1,6,30,7.7250000000000005,9.338000000000001
2011,1,1,6,35,7.8340000000000005,9.387
2011,1,1,6,40,8.192,9.524000000000001
2011,1,1,6,45,8.28,9.557
2011,1,1,6,50,8.288,9.56
2011,1,1,6,55,8.304,9.567
2011,1,1,7,0,8.208,9.53
2011,1,1,7,5,7.9350000000000005,9.426
2011,1,1,7,10,7.704,9.329
2011,1,1,7,15,7.65,9.304
2011,1,1,7,20,7.513,9.243
2011,1,1,7,25,7.479,9.228
2011,1,1,7,30,7.513,9.243
2011,1,1,7,35,7.698,9.325000000000001
2011,1,1,7,40,7.746,9.347
2011,1,1,7,45,7.848,9.393
2011,1,1,7,50,7.952,9.432
2011,1,1,7,55,8.064,9.475
2011,1,1,8,0,7.827,9.384
2011,1,1,8,5,7.739,9.344
2011,1,1,8,10,7.65,9.304
2011,1,1,8,15,7.493,9.234
2011,1,1,8,20,7.404,9.194
2011,1,1,8,25,7.445,9.213000000000001
2011,1,1,8,30,7.349,9.17
2011,1,1,8,35,7.1160000000000005,9.066
2011,1,1,8,40,7.062,9.042
2011,1,1,8,45,7.0,9.014
2011,1,1,8,50,7.13,9.072000000000001
2011,1,1,8,55,7.061,9.042
2011,1,1,9,0,7.198,9.103
2011,1,1,9,5,7.28,9.139
2011,1,1,9,10,7.32,9.158
2011,1,1,9,15,7.409,9.197000000000001
2011,1,1,9,20,7.656000000000001,9.307
2011,1,1,9,25,7.87,9.402000000000001
2011,1,1,9,30,8.183,9.521
2011,1,1,9,35,8.454,9.625
2011,1,1,9,40,8.742,9.735
2011,1,1,9,45,9.125,9.881
2011,1,1,9,50,9.605,10.064
2011,1,1,9,55,10.061,10.238
2011,1,1,10,0,10.581,10.437
2011,1,1,10,5,10.959,10.598
