SiteID, 98359.0,Site Timezone,-5.0,Data Timezone,-5.0
Longitude, -69.557983
Latitude, 41.103073
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2010,1,1,0,0,3.577,7.284
2010,1,1,0,5,3.676,7.348
2010,1,1,0,10,3.698,7.361
2010,1,1,0,15,3.681,7.351
2010,1,1,0,20,3.692,7.3580000000000005
2010,1,1,0,25,3.73,7.3790000000000004
2010,1,1,0,30,3.807,7.422000000000001
2010,1,1,0,35,3.834,7.437
2010,1,1,0,40,3.932,7.492
2010,1,1,0,45,3.982,7.519
2010,1,1,0,50,3.97,7.513
2010,1,1,0,55,3.871,7.458
2010,1,1,1,0,3.794,7.415
2010,1,1,1,5,3.789,7.412
2010,1,1,1,10,3.81,7.425
2010,1,1,1,15,3.81,7.425
2010,1,1,1,20,3.7110000000000003,7.37
2010,1,1,1,25,3.549,7.266
2010,1,1,1,30,3.432,7.18
2010,1,1,1,35,3.228,7.031000000000001
2010,1,1,1,40,3.174,6.9910000000000005
2010,1,1,1,45,3.237,7.037
2010,1,1,1,50,3.391,7.15
2010,1,1,1,55,3.491,7.223
2010,1,1,2,0,3.483,7.2170000000000005
2010,1,1,2,5,3.4330000000000003,7.18
2010,1,1,2,10,3.358,7.125
2010,1,1,2,15,3.253,7.049
2010,1,1,2,20,3.1870000000000003,7.0
2010,1,1,2,25,3.203,7.013
2010,1,1,2,30,3.266,7.058
2010,1,1,2,35,3.3240000000000003,7.101
2010,1,1,2,40,3.345,7.1160000000000005
2010,1,1,2,45,3.363,7.1290000000000004
2010,1,1,2,50,3.492,7.223
2010,1,1,2,55,3.852,7.446
2010,1,1,3,0,4.325,7.7090000000000005
2010,1,1,3,5,4.666,7.898000000000001
2010,1,1,3,10,4.876,8.014
2010,1,1,3,15,5.085,8.13
2010,1,1,3,20,5.255,8.224
2010,1,1,3,25,5.316,8.258000000000001
2010,1,1,3,30,5.371,8.288
2010,1,1,3,35,5.47,8.343
2010,1,1,3,40,5.612,8.41
2010,1,1,3,45,5.831,8.508000000000001
2010,1,1,3,50,5.969,8.569
2010,1,1,3,55,5.915,8.545
2010,1,1,4,0,5.908,8.542
2010,1,1,4,5,5.957,8.563
2010,1,1,4,10,5.9030000000000005,8.539
2010,1,1,4,15,5.835,8.508000000000001
2010,1,1,4,20,5.781,8.484
2010,1,1,4,25,5.782,8.484
2010,1,1,4,30,5.831,8.505
2010,1,1,4,35,5.797,8.49
2010,1,1,4,40,5.6610000000000005,8.429
2010,1,1,4,45,5.4830000000000005,8.346
2010,1,1,4,50,5.407,8.304
2010,1,1,4,55,5.526,8.368
2010,1,1,5,0,5.773,8.478
2010,1,1,5,5,5.9510000000000005,8.557
2010,1,1,5,10,5.979,8.569
2010,1,1,5,15,5.883,8.526
2010,1,1,5,20,5.705,8.447000000000001
2010,1,1,5,25,5.59,8.395
2010,1,1,5,30,5.618,8.407
2010,1,1,5,35,5.694,8.441
2010,1,1,5,40,5.783,8.481
2010,1,1,5,45,5.982,8.569
2010,1,1,5,50,6.133,8.636000000000001
2010,1,1,5,55,6.086,8.615
2010,1,1,6,0,5.901,8.532
2010,1,1,6,5,5.682,8.435
2010,1,1,6,10,5.573,8.386000000000001
2010,1,1,6,15,5.518,8.362
2010,1,1,6,20,5.473,8.337
2010,1,1,6,25,5.418,8.307
2010,1,1,6,30,5.407,8.301
2010,1,1,6,35,5.44,8.319
2010,1,1,6,40,5.434,8.316
2010,1,1,6,45,5.335,8.261000000000001
2010,1,1,6,50,5.203,8.188
2010,1,1,6,55,5.104,8.133000000000001
2010,1,1,7,0,5.104,8.133000000000001
2010,1,1,7,5,5.021,8.087
2010,1,1,7,10,4.8500000000000005,7.992
2010,1,1,7,15,4.828,7.98
2010,1,1,7,20,4.91,8.026
2010,1,1,7,25,4.938,8.041
2010,1,1,7,30,4.878,8.007
2010,1,1,7,35,4.7620000000000005,7.9430000000000005
2010,1,1,7,40,4.641,7.876
2010,1,1,7,45,4.509,7.803
2010,1,1,7,50,4.41,7.748
2010,1,1,7,55,4.372,7.727
2010,1,1,8,0,4.383,7.7330000000000005
2010,1,1,8,5,4.4110000000000005,7.748
2010,1,1,8,10,4.476,7.785
2010,1,1,8,15,4.548,7.824
2010,1,1,8,20,4.531,7.815
2010,1,1,8,25,4.41,7.748
2010,1,1,8,30,4.448,7.769
2010,1,1,8,35,4.711,7.916
2010,1,1,8,40,4.799,7.965
2010,1,1,8,45,4.6290000000000004,7.87
2010,1,1,8,50,4.469,7.782
2010,1,1,8,55,4.4750000000000005,7.785
2010,1,1,9,0,4.623,7.867
2010,1,1,9,5,4.7170000000000005,7.9190000000000005
2010,1,1,9,10,4.663,7.888
2010,1,1,9,15,4.548,7.824
2010,1,1,9,20,4.515,7.806
2010,1,1,9,25,4.553,7.827
2010,1,1,9,30,4.575,7.84
2010,1,1,9,35,4.625,7.867
2010,1,1,9,40,4.729,7.925
2010,1,1,9,45,4.7620000000000005,7.9430000000000005
2010,1,1,9,50,4.735,7.928
2010,1,1,9,55,4.702,7.91
2010,1,1,10,0,4.713,7.916
2010,1,1,10,5,4.774,7.949
2010,1,1,10,10,4.8180000000000005,7.974
2010,1,1,10,15,4.714,7.916
2010,1,1,10,20,4.511,7.803
2010,1,1,10,25,4.347,7.711
2010,1,1,10,30,4.287,7.678
2010,1,1,10,35,4.243,7.6530000000000005
2010,1,1,10,40,4.16,7.6080000000000005
2010,1,1,10,45,3.907,7.4670000000000005
2010,1,1,10,50,3.601,7.293
2010,1,1,10,55,3.442,7.1770000000000005
2010,1,1,11,0,3.342,7.104
2010,1,1,11,5,3.246,7.034
2010,1,1,11,10,3.196,6.997
2010,1,1,11,15,3.275,7.055
2010,1,1,11,20,3.459,7.19
2010,1,1,11,25,3.593,7.287
2010,1,1,11,30,3.61,7.299
2010,1,1,11,35,3.564,7.266
2010,1,1,11,40,3.452,7.183
2010,1,1,11,45,3.293,7.0680000000000005
2010,1,1,11,50,3.181,6.985
2010,1,1,11,55,3.193,6.994
2010,1,1,12,0,3.21,7.006
2010,1,1,12,5,3.223,7.016
2010,1,1,12,10,3.194,6.994
2010,1,1,12,15,3.144,6.958
2010,1,1,12,20,3.156,6.9670000000000005
2010,1,1,12,25,3.218,7.0120000000000005
2010,1,1,12,30,3.1470000000000002,6.961
2010,1,1,12,35,3.122,6.942
2010,1,1,12,40,3.076,6.909
2010,1,1,12,45,3.0340000000000003,6.878
2010,1,1,12,50,2.996,6.851
2010,1,1,12,55,2.934,6.805
2010,1,1,13,0,2.842,6.738
2010,1,1,13,5,2.733,6.659
2010,1,1,13,10,2.658,6.604
2010,1,1,13,15,2.604,6.564
2010,1,1,13,20,2.524,6.506
2010,1,1,13,25,2.341,6.372
2010,1,1,13,30,2.144,6.213
2010,1,1,13,35,2.035,6.1000000000000005
2010,1,1,13,40,2.061,6.128
2010,1,1,13,45,2.2680000000000002,6.32
