SiteID, 95485.0,Site Timezone,-5.0,Data Timezone,-5.0
Longitude, -69.459747
Latitude, 40.861649
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2010,1,1,0,0,1.6320000000000001,5.7
2010,1,1,0,5,1.653,5.722
2010,1,1,0,10,1.676,5.746
2010,1,1,0,15,1.7590000000000001,5.832
2010,1,1,0,20,1.854,5.929
2010,1,1,0,25,1.945,6.024
2010,1,1,0,30,2.084,6.167
2010,1,1,0,35,2.267,6.335
2010,1,1,0,40,2.517,6.518
2010,1,1,0,45,2.746,6.686
2010,1,1,0,50,2.942,6.829
2010,1,1,0,55,3.096,6.942
2010,1,1,1,0,3.146,6.979
2010,1,1,1,5,3.1630000000000003,6.9910000000000005
2010,1,1,1,10,3.18,7.003
2010,1,1,1,15,3.164,6.9910000000000005
2010,1,1,1,20,3.16,6.988
2010,1,1,1,25,3.073,6.924
2010,1,1,1,30,3.015,6.881
2010,1,1,1,35,3.174,6.997
2010,1,1,1,40,3.407,7.168
2010,1,1,1,45,3.674,7.354
2010,1,1,1,50,4.064,7.571
2010,1,1,1,55,4.41,7.763
2010,1,1,2,0,4.548,7.84
2010,1,1,2,5,4.642,7.892
2010,1,1,2,10,4.648,7.8950000000000005
2010,1,1,2,15,4.577,7.855
2010,1,1,2,20,4.583,7.8580000000000005
2010,1,1,2,25,4.671,7.907
2010,1,1,2,30,4.764,7.9590000000000005
2010,1,1,2,35,4.721,7.934
2010,1,1,2,40,4.7700000000000005,7.962
2010,1,1,2,45,4.979,8.078
2010,1,1,2,50,5.128,8.16
2010,1,1,2,55,5.232,8.218
2010,1,1,3,0,5.271,8.24
2010,1,1,3,5,5.255,8.23
2010,1,1,3,10,5.267,8.236
2010,1,1,3,15,5.289,8.249
2010,1,1,3,20,5.4,8.31
2010,1,1,3,25,5.493,8.362
2010,1,1,3,30,5.593,8.407
2010,1,1,3,35,5.688,8.45
2010,1,1,3,40,5.723,8.465
2010,1,1,3,45,5.853,8.523
2010,1,1,3,50,5.9910000000000005,8.584
2010,1,1,3,55,6.088,8.627
2010,1,1,4,0,6.226,8.688
2010,1,1,4,5,6.296,8.719
2010,1,1,4,10,6.276,8.709
2010,1,1,4,15,6.133,8.645
2010,1,1,4,20,6.058,8.612
2010,1,1,4,25,6.024,8.597
2010,1,1,4,30,6.065,8.615
2010,1,1,4,35,6.079,8.621
2010,1,1,4,40,5.9910000000000005,8.581
2010,1,1,4,45,5.9030000000000005,8.542
2010,1,1,4,50,5.89,8.536
2010,1,1,4,55,5.863,8.523
2010,1,1,5,0,5.727,8.462
2010,1,1,5,5,5.673,8.438
2010,1,1,5,10,5.8100000000000005,8.499
2010,1,1,5,15,5.989,8.578
2010,1,1,5,20,6.187,8.667
2010,1,1,5,25,6.277,8.706
2010,1,1,5,30,6.196,8.67
2010,1,1,5,35,6.04,8.6
2010,1,1,5,40,5.958,8.563
2010,1,1,5,45,5.912,8.542
2010,1,1,5,50,5.994,8.578
2010,1,1,5,55,6.159,8.651
2010,1,1,6,0,6.242,8.688
2010,1,1,6,5,6.16,8.652000000000001
2010,1,1,6,10,5.962,8.563
2010,1,1,6,15,5.744,8.465
2010,1,1,6,20,5.615,8.407
2010,1,1,6,25,5.526,8.368
2010,1,1,6,30,5.554,8.38
2010,1,1,6,35,5.548,8.377
2010,1,1,6,40,5.534,8.371
2010,1,1,6,45,5.588,8.395
2010,1,1,6,50,5.6160000000000005,8.407
2010,1,1,6,55,5.678,8.435
2010,1,1,7,0,5.6850000000000005,8.438
2010,1,1,7,5,5.658,8.426
2010,1,1,7,10,5.651,8.423
2010,1,1,7,15,5.535,8.371
2010,1,1,7,20,5.3870000000000005,8.291
2010,1,1,7,25,5.167,8.169
2010,1,1,7,30,4.871,8.005
2010,1,1,7,35,4.618,7.864
2010,1,1,7,40,4.453,7.773000000000001
2010,1,1,7,45,4.371,7.727
2010,1,1,7,50,4.327,7.702
2010,1,1,7,55,4.344,7.712
2010,1,1,8,0,4.333,7.705
2010,1,1,8,5,4.305,7.69
2010,1,1,8,10,4.245,7.657
2010,1,1,8,15,4.13,7.593
2010,1,1,8,20,4.053,7.55
2010,1,1,8,25,4.026,7.535
2010,1,1,8,30,3.954,7.495
2010,1,1,8,35,3.85,7.437
2010,1,1,8,40,3.724,7.367
2010,1,1,8,45,3.575,7.275
