SiteID, 95485.0,Site Timezone,-5.0,Data Timezone,-5.0
Longitude, -69.459747
Latitude, 40.861649
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2008,1,1,0,0,4.424,7.724
2008,1,1,0,5,3.729,7.339
2008,1,1,0,10,3.344,7.077
2008,1,1,0,15,3.218,6.985
2008,1,1,0,20,3.226,6.9910000000000005
2008,1,1,0,25,3.184,6.961
2008,1,1,0,30,3.0340000000000003,6.851
2008,1,1,0,35,2.837,6.707
2008,1,1,0,40,2.577,6.518
2008,1,1,0,45,2.234,6.268
2008,1,1,0,50,1.98,6.018
2008,1,1,0,55,1.816,5.8500000000000005
2008,1,1,1,0,1.715,5.746
2008,1,1,1,5,1.617,5.6450000000000005
2008,1,1,1,10,1.543,5.569
2008,1,1,1,15,1.466,5.49
2008,1,1,1,20,1.323,5.343
2008,1,1,1,25,1.167,5.175
2008,1,1,1,30,1.059,5.023
2008,1,1,1,35,0.964,4.889
2008,1,1,1,40,0.859,4.739
2008,1,1,1,45,0.766,4.6080000000000005
2008,1,1,1,50,0.712,4.532
2008,1,1,1,55,0.678,4.483
2008,1,1,2,0,0.65,4.4430000000000005
2008,1,1,2,5,0.605,4.3790000000000004
2008,1,1,2,10,0.527,4.269
2008,1,1,2,15,0.423,4.098
2008,1,1,2,20,0.34500000000000003,3.918
2008,1,1,2,25,0.294,3.799
2008,1,1,2,30,0.28300000000000003,3.775
2008,1,1,2,35,0.28500000000000003,3.778
2008,1,1,2,40,0.275,3.7560000000000002
2008,1,1,2,45,0.23800000000000002,3.6710000000000003
2008,1,1,2,50,0.187,3.552
2008,1,1,2,55,0.135,3.4330000000000003
2008,1,1,3,0,0.095,3.338
2008,1,1,3,5,0.058,3.253
2008,1,1,3,10,0.03,3.189
2008,1,1,3,15,0.002,3.125
2008,1,1,3,20,0.0,3.036
2008,1,1,3,25,0.0,2.9410000000000003
2008,1,1,3,30,0.0,2.838
2008,1,1,3,35,0.0,2.761
2008,1,1,3,40,0.0,2.676
2008,1,1,3,45,0.0,2.533
2008,1,1,3,50,0.0,2.3890000000000002
2008,1,1,3,55,0.0,2.27
2008,1,1,4,0,0.0,2.136
2008,1,1,4,5,0.0,2.023
2008,1,1,4,10,0.0,1.937
2008,1,1,4,15,0.0,1.837
2008,1,1,4,20,0.0,1.669
2008,1,1,4,25,0.0,1.48
