SiteID, 95485.0,Site Timezone,-5.0,Data Timezone,-5.0
Longitude, -69.459747
Latitude, 40.861649
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2009,1,1,0,0,16.0,22.18
2009,1,1,0,5,16.0,22.189
2009,1,1,0,10,16.0,22.174
2009,1,1,0,15,16.0,22.055
2009,1,1,0,20,16.0,21.951
2009,1,1,0,25,16.0,21.842
2009,1,1,0,30,16.0,21.72
2009,1,1,0,35,16.0,21.601
2009,1,1,0,40,16.0,21.524
2009,1,1,0,45,16.0,21.463
2009,1,1,0,50,16.0,21.396
2009,1,1,0,55,16.0,21.298000000000002
2009,1,1,1,0,16.0,21.204
2009,1,1,1,5,16.0,21.097
2009,1,1,1,10,16.0,21.066
2009,1,1,1,15,16.0,21.051000000000002
2009,1,1,1,20,16.0,21.03
2009,1,1,1,25,16.0,21.008
2009,1,1,1,30,16.0,20.963
2009,1,1,1,35,16.0,20.911
2009,1,1,1,40,16.0,20.908
2009,1,1,1,45,16.0,20.972
2009,1,1,1,50,16.0,21.018
2009,1,1,1,55,16.0,21.011
2009,1,1,2,0,16.0,20.944
2009,1,1,2,5,16.0,20.847
2009,1,1,2,10,16.0,20.804000000000002
2009,1,1,2,15,16.0,20.804000000000002
2009,1,1,2,20,16.0,20.813
2009,1,1,2,25,16.0,20.831
2009,1,1,2,30,16.0,20.984
2009,1,1,2,35,16.0,21.191
2009,1,1,2,40,16.0,20.993000000000002
2009,1,1,2,45,16.0,20.88
2009,1,1,2,50,16.0,21.03
2009,1,1,2,55,16.0,21.073
2009,1,1,3,0,16.0,20.932000000000002
2009,1,1,3,5,16.0,20.77
2009,1,1,3,10,16.0,20.712
2009,1,1,3,15,16.0,20.691
2009,1,1,3,20,16.0,20.661
2009,1,1,3,25,16.0,20.654
2009,1,1,3,30,16.0,20.645
2009,1,1,3,35,16.0,20.63
2009,1,1,3,40,16.0,20.557000000000002
2009,1,1,3,45,16.0,20.462
2009,1,1,3,50,16.0,20.474
2009,1,1,3,55,16.0,20.514
2009,1,1,4,0,16.0,20.56
2009,1,1,4,5,16.0,20.578
2009,1,1,4,10,16.0,20.639
2009,1,1,4,15,16.0,20.752
2009,1,1,4,20,16.0,20.828
2009,1,1,4,25,16.0,20.828
2009,1,1,4,30,16.0,20.767
2009,1,1,4,35,16.0,20.7
2009,1,1,4,40,16.0,20.688
2009,1,1,4,45,16.0,20.719
2009,1,1,4,50,16.0,20.776
2009,1,1,4,55,16.0,20.862000000000002
2009,1,1,5,0,16.0,20.911
2009,1,1,5,5,16.0,20.96
2009,1,1,5,10,16.0,21.005
2009,1,1,5,15,16.0,20.981
2009,1,1,5,20,16.0,20.896
2009,1,1,5,25,16.0,20.813
2009,1,1,5,30,16.0,20.807000000000002
2009,1,1,5,35,16.0,20.871
2009,1,1,5,40,16.0,20.953
2009,1,1,5,45,16.0,21.042
2009,1,1,5,50,16.0,21.106
2009,1,1,5,55,16.0,21.115000000000002
2009,1,1,6,0,16.0,21.042
2009,1,1,6,5,16.0,20.926000000000002
2009,1,1,6,10,16.0,20.819
2009,1,1,6,15,16.0,20.719
2009,1,1,6,20,16.0,20.636
2009,1,1,6,25,16.0,20.63
2009,1,1,6,30,16.0,20.706
2009,1,1,6,35,16.0,20.776
2009,1,1,6,40,16.0,20.819
2009,1,1,6,45,16.0,20.795
2009,1,1,6,50,16.0,20.743000000000002
2009,1,1,6,55,16.0,20.661
2009,1,1,7,0,16.0,20.584
2009,1,1,7,5,16.0,20.526
2009,1,1,7,10,16.0,20.511
2009,1,1,7,15,16.0,20.542
2009,1,1,7,20,16.0,20.618000000000002
2009,1,1,7,25,16.0,20.715
2009,1,1,7,30,16.0,20.816
2009,1,1,7,35,16.0,20.899
2009,1,1,7,40,16.0,20.993000000000002
2009,1,1,7,45,16.0,21.076
2009,1,1,7,50,16.0,21.146
2009,1,1,7,55,16.0,21.176000000000002
2009,1,1,8,0,16.0,21.152
2009,1,1,8,5,16.0,21.085
2009,1,1,8,10,16.0,20.987000000000002
2009,1,1,8,15,16.0,20.902
2009,1,1,8,20,16.0,20.911
2009,1,1,8,25,16.0,20.990000000000002
2009,1,1,8,30,16.0,21.051000000000002
2009,1,1,8,35,16.0,21.039
