SiteID, 100373.0,Site Timezone,-5.0,Data Timezone,-5.0
Longitude, -69.517242
Latitude, 41.249645
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2009,1,1,0,0,16.0,21.094
2009,1,1,0,5,16.0,20.963
2009,1,1,0,10,16.0,20.941
2009,1,1,0,15,16.0,20.911
2009,1,1,0,20,16.0,20.96
2009,1,1,0,25,16.0,20.917
2009,1,1,0,30,16.0,20.917
2009,1,1,0,35,16.0,20.889
2009,1,1,0,40,16.0,20.899
2009,1,1,0,45,16.0,20.877
2009,1,1,0,50,16.0,20.798000000000002
2009,1,1,0,55,16.0,20.722
2009,1,1,1,0,16.0,20.645
2009,1,1,1,5,16.0,20.581
2009,1,1,1,10,16.0,20.572
2009,1,1,1,15,16.0,20.532
2009,1,1,1,20,16.0,20.487000000000002
2009,1,1,1,25,16.0,20.392
2009,1,1,1,30,16.0,20.297
2009,1,1,1,35,16.0,20.224
2009,1,1,1,40,16.0,20.142
2009,1,1,1,45,16.0,20.084
2009,1,1,1,50,16.0,20.068
2009,1,1,1,55,16.0,20.032
2009,1,1,2,0,16.0,20.001
2009,1,1,2,5,16.0,19.959
2009,1,1,2,10,16.0,19.925
2009,1,1,2,15,16.0,19.913
2009,1,1,2,20,16.0,19.898
2009,1,1,2,25,16.0,19.864
2009,1,1,2,30,16.0,19.861
2009,1,1,2,35,16.0,19.864
2009,1,1,2,40,16.0,19.87
2009,1,1,2,45,16.0,19.888
2009,1,1,2,50,16.0,19.904
2009,1,1,2,55,16.0,19.901
2009,1,1,3,0,16.0,19.895
2009,1,1,3,5,16.0,19.852
2009,1,1,3,10,16.0,19.757
2009,1,1,3,15,16.0,19.626
2009,1,1,3,20,16.0,19.605
2009,1,1,3,25,16.0,19.617
2009,1,1,3,30,16.0,19.623
2009,1,1,3,35,16.0,19.69
2009,1,1,3,40,16.0,19.769000000000002
2009,1,1,3,45,16.0,19.901
2009,1,1,3,50,16.0,19.895
2009,1,1,3,55,16.0,19.803
2009,1,1,4,0,16.0,19.779
2009,1,1,4,5,16.0,19.821
2009,1,1,4,10,16.0,19.907
2009,1,1,4,15,16.0,20.047
2009,1,1,4,20,16.0,20.172
2009,1,1,4,25,16.0,20.273
2009,1,1,4,30,16.0,20.294
2009,1,1,4,35,16.0,20.3
2009,1,1,4,40,16.0,20.255
2009,1,1,4,45,16.0,20.224
2009,1,1,4,50,16.0,20.212
2009,1,1,4,55,16.0,20.224
2009,1,1,5,0,16.0,20.258
2009,1,1,5,5,16.0,20.316
2009,1,1,5,10,16.0,20.364
2009,1,1,5,15,16.0,20.383
2009,1,1,5,20,16.0,20.422
2009,1,1,5,25,16.0,20.505
2009,1,1,5,30,16.0,20.624
2009,1,1,5,35,16.0,20.7
2009,1,1,5,40,16.0,20.761
2009,1,1,5,45,16.0,20.816
2009,1,1,5,50,16.0,20.844
2009,1,1,5,55,16.0,20.85
2009,1,1,6,0,16.0,20.868000000000002
2009,1,1,6,5,16.0,20.847
2009,1,1,6,10,16.0,20.795
2009,1,1,6,15,16.0,20.731
2009,1,1,6,20,16.0,20.657
2009,1,1,6,25,16.0,20.682000000000002
2009,1,1,6,30,16.0,20.764
2009,1,1,6,35,16.0,20.88
2009,1,1,6,40,16.0,21.002
2009,1,1,6,45,16.0,21.076
2009,1,1,6,50,16.0,21.137
2009,1,1,6,55,16.0,21.161
2009,1,1,7,0,16.0,21.146
2009,1,1,7,5,16.0,21.109
2009,1,1,7,10,16.0,21.091
2009,1,1,7,15,16.0,21.149
2009,1,1,7,20,16.0,21.204
2009,1,1,7,25,16.0,21.179000000000002
2009,1,1,7,30,16.0,21.118000000000002
2009,1,1,7,35,16.0,21.042
2009,1,1,7,40,16.0,21.021
2009,1,1,7,45,16.0,20.999
2009,1,1,7,50,16.0,20.95
2009,1,1,7,55,16.0,20.96
2009,1,1,8,0,16.0,21.005
2009,1,1,8,5,16.0,21.069
2009,1,1,8,10,16.0,21.188
2009,1,1,8,15,16.0,21.201
2009,1,1,8,20,16.0,21.152
2009,1,1,8,25,16.0,21.109
2009,1,1,8,30,16.0,21.091
2009,1,1,8,35,16.0,21.091
2009,1,1,8,40,16.0,21.127
2009,1,1,8,45,16.0,21.106
2009,1,1,8,50,16.0,21.14
2009,1,1,8,55,16.0,21.118000000000002
2009,1,1,9,0,16.0,21.054000000000002
2009,1,1,9,5,16.0,21.045
2009,1,1,9,10,16.0,21.069
2009,1,1,9,15,16.0,21.079
2009,1,1,9,20,16.0,21.066
2009,1,1,9,25,16.0,21.158
2009,1,1,9,30,16.0,21.329
2009,1,1,9,35,16.0,21.439
2009,1,1,9,40,16.0,21.466
2009,1,1,9,45,16.0,21.427
2009,1,1,9,50,16.0,21.393
2009,1,1,9,55,16.0,21.396
2009,1,1,10,0,16.0,21.402
2009,1,1,10,5,16.0,21.344
2009,1,1,10,10,16.0,21.219
2009,1,1,10,15,16.0,21.088
2009,1,1,10,20,16.0,21.033
2009,1,1,10,25,16.0,21.051000000000002
2009,1,1,10,30,16.0,21.094
2009,1,1,10,35,16.0,21.073
2009,1,1,10,40,16.0,21.048000000000002
2009,1,1,10,45,16.0,20.963
2009,1,1,10,50,16.0,20.877
2009,1,1,10,55,16.0,20.801000000000002
2009,1,1,11,0,16.0,20.743000000000002
2009,1,1,11,5,16.0,20.737000000000002
2009,1,1,11,10,16.0,20.743000000000002
2009,1,1,11,15,16.0,20.761
2009,1,1,11,20,16.0,20.776
2009,1,1,11,25,16.0,20.740000000000002
2009,1,1,11,30,16.0,20.722
2009,1,1,11,35,16.0,20.67
