SiteID, 93358.0,Site Timezone,-5.0,Data Timezone,-5.0
Longitude, -69.87149
Latitude, 40.811035
Year,Month,Day,Hour,Minute,power (MW),wind speed at 100m (m/s)
2008,1,1,0,0,5.759,8.435
2008,1,1,0,5,5.473,8.304
2008,1,1,0,10,5.147,8.124
2008,1,1,0,15,4.7780000000000005,7.9190000000000005
2008,1,1,0,20,4.513,7.773000000000001
2008,1,1,0,25,4.303,7.657
2008,1,1,0,30,4.077,7.531000000000001
2008,1,1,0,35,3.7680000000000002,7.361
2008,1,1,0,40,3.549,7.226
2008,1,1,0,45,3.44,7.147
2008,1,1,0,50,3.369,7.095
2008,1,1,0,55,3.269,7.022
2008,1,1,1,0,3.072,6.878
2008,1,1,1,5,2.8080000000000003,6.686
2008,1,1,1,10,2.557,6.503
2008,1,1,1,15,2.406,6.393
2008,1,1,1,20,2.372,6.369
2008,1,1,1,25,2.351,6.353
2008,1,1,1,30,2.289,6.308
2008,1,1,1,35,2.1670000000000003,6.21
2008,1,1,1,40,1.988,6.027
2008,1,1,1,45,1.7570000000000001,5.789
2008,1,1,1,50,1.588,5.615
2008,1,1,1,55,1.481,5.505
2008,1,1,2,0,1.415,5.438
2008,1,1,2,5,1.3800000000000001,5.401
2008,1,1,2,10,1.311,5.331
2008,1,1,2,15,1.184,5.2
2008,1,1,2,20,1.048,5.008
2008,1,1,2,25,0.91,4.812
2008,1,1,2,30,0.805,4.663
2008,1,1,2,35,0.759,4.599
2008,1,1,2,40,0.738,4.5680000000000005
2008,1,1,2,45,0.72,4.5440000000000005
2008,1,1,2,50,0.6990000000000001,4.513
2008,1,1,2,55,0.652,4.446
2008,1,1,3,0,0.5630000000000001,4.321
2008,1,1,3,5,0.439,4.135
2008,1,1,3,10,0.354,3.939
2008,1,1,3,15,0.292,3.7960000000000003
2008,1,1,3,20,0.267,3.738
2008,1,1,3,25,0.254,3.7070000000000003
2008,1,1,3,30,0.218,3.625
2008,1,1,3,35,0.156,3.482
2008,1,1,3,40,0.096,3.341
2008,1,1,3,45,0.039,3.21
2008,1,1,3,50,0.0,3.045
2008,1,1,3,55,0.0,2.838
2008,1,1,4,0,0.0,2.633
2008,1,1,4,5,0.0,2.5020000000000002
2008,1,1,4,10,0.0,2.447
2008,1,1,4,15,0.0,2.356
2008,1,1,4,20,0.0,2.197
2008,1,1,4,25,0.0,1.998
2008,1,1,4,30,0.0,1.77
2008,1,1,4,35,0.0,1.532
2008,1,1,4,40,0.0,1.348
2008,1,1,4,45,0.0,1.211
2008,1,1,4,50,0.0,1.12
2008,1,1,4,55,0.0,1.004
2008,1,1,5,0,0.0,0.86
2008,1,1,5,5,0.0,0.732
2008,1,1,5,10,0.0,0.674
2008,1,1,5,15,0.0,0.643
2008,1,1,5,20,0.0,0.589
2008,1,1,5,25,0.0,0.506
2008,1,1,5,30,0.0,0.439
2008,1,1,5,35,0.0,0.421
2008,1,1,5,40,0.0,0.509
2008,1,1,5,45,0.0,0.723
2008,1,1,5,50,0.0,0.997
2008,1,1,5,55,0.0,1.229
2008,1,1,6,0,0.0,1.379
2008,1,1,6,5,0.0,1.48
2008,1,1,6,10,0.0,1.583
2008,1,1,6,15,0.0,1.721
2008,1,1,6,20,0.0,1.919
2008,1,1,6,25,0.0,2.148
2008,1,1,6,30,0.0,2.374
2008,1,1,6,35,0.0,2.569
2008,1,1,6,40,0.0,2.682
2008,1,1,6,45,0.0,2.7680000000000002
2008,1,1,6,50,0.0,2.902
2008,1,1,6,55,0.0,3.088
2008,1,1,7,0,0.07,3.283
2008,1,1,7,5,0.155,3.479
2008,1,1,7,10,0.244,3.686
2008,1,1,7,15,0.34400000000000003,3.918
2008,1,1,7,20,0.455,4.168
2008,1,1,7,25,0.612,4.391
2008,1,1,7,30,0.735,4.565
2008,1,1,7,35,0.864,4.748
2008,1,1,7,40,0.978,4.91
2008,1,1,7,45,1.075,5.047
2008,1,1,7,50,1.185,5.203
2008,1,1,7,55,1.339,5.362
2008,1,1,8,0,1.5170000000000001,5.545
2008,1,1,8,5,1.748,5.783
2008,1,1,8,10,1.965,6.006
2008,1,1,8,15,2.154,6.2010000000000005
2008,1,1,8,20,2.388,6.384
